Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01,232.9949951171875,233.8000030517578,227.52999877929688,232.97500610351562,159.2270965576172,465110
2010-07-02,233.9949951171875,235.77999877929688,231.1999969482422,232.0800018310547,158.61541748046875,294440
2010-07-05,233.0,234.97000122070312,231.6999969482422,232.9550018310547,159.21340942382812,104120
2010-07-06,233.0,235.1999969482422,232.55499267578125,234.52000427246094,160.28305053710938,193200
2010-07-07,234.52000427246094,236.39999389648438,232.1199951171875,233.6750030517578,159.70553588867188,379790
2010-07-08,234.52499389648438,236.0,233.3000030517578,235.0399932861328,160.638427734375,785690
2010-07-09,236.0,239.8000030517578,234.0,238.4250030517578,162.95191955566406,1908510
2010-07-12,237.89999389648438,242.0,234.5,235.9499969482422,161.2603759765625,2511790
2010-07-13,237.1999969482422,240.5,236.0,236.97000122070312,161.95748901367188,1946560
2010-07-14,237.55499267578125,242.5,230.27000427246094,241.5,165.05352783203125,795640
2010-07-15,241.8000030517578,245.77999877929688,240.78500366210938,244.01499938964844,166.7723846435547,1345680
2010-07-16,244.85000610351562,256.0,244.14999389648438,247.39999389648438,169.08587646484375,1417360
2010-07-19,248.51499938964844,248.51499938964844,243.0,247.40499877929688,169.08932495117188,115330
2010-07-20,247.5,248.41000366210938,245.0,247.8699951171875,169.40708923339844,195450
2010-07-21,247.5,250.0,245.89999389648438,247.9550018310547,169.4652099609375,6369580
2010-07-22,247.8000030517578,252.88999938964844,244.5,252.19000244140625,172.3595733642578,260450
2010-07-23,252.19000244140625,254.8000030517578,251.0,252.05499267578125,172.267333984375,462690
2010-07-26,251.6999969482422,254.39999389648438,251.60000610351562,252.4199981689453,172.51681518554688,1444310
2010-07-27,253.51499938964844,254.8000030517578,242.02499389648438,243.8350067138672,166.6493682861328,596400
2010-07-28,246.0,260.8999938964844,246.0,258.614990234375,176.75079345703125,1286440
2010-07-29,258.614990234375,270.3999938964844,258.0,261.3800048828125,178.64053344726562,1675340
2010-07-30,262.19500732421875,267.885009765625,257.5,260.3349914550781,177.9263153076172,514130
2010-08-02,260.6000061035156,263.8999938964844,259.0849914550781,262.3349914550781,179.29319763183594,251800
2010-08-03,262.30999755859375,266.9949951171875,259.2099914550781,259.82501220703125,177.57774353027344,207560
2010-08-04,262.9949951171875,262.9949951171875,258.010009765625,259.19500732421875,177.1471710205078,213570
2010-08-05,259.20001220703125,266.20001220703125,259.20001220703125,260.0799865722656,177.7519989013672,1838460
2010-08-06,260.79998779296875,263.8900146484375,259.6000061035156,260.7149963378906,178.18601989746094,246310
2010-08-09,264.79998779296875,268.0,261.29998779296875,266.1700134277344,181.91427612304688,622000
2010-08-10,267.0,268.2950134277344,263.0,266.69500732421875,182.27305603027344,359090
2010-08-11,266.69500732421875,271.0,266.0,268.05499267578125,183.20257568359375,272810
2010-08-12,267.4949951171875,269.5,262.760009765625,267.5899963378906,182.88475036621094,281910
2010-08-13,268.0,271.0,264.5199890136719,265.4549865722656,181.4255828857422,203220
2010-08-16,265.0,268.3999938964844,263.29998779296875,264.1050109863281,180.5029754638672,88160
2010-08-17,267.1000061035156,267.79998779296875,260.5,263.1099853515625,179.82284545898438,4668280
2010-08-18,261.5,268.5,261.5,265.1099853515625,181.18978881835938,214540
2010-08-19,265.1099853515625,282.7300109863281,265.1099853515625,270.4100036621094,184.81210327148438,1310520
2010-08-20,274.8999938964844,281.8949890136719,270.20001220703125,276.7300109863281,189.13153076171875,1051590
2010-08-23,277.79998779296875,281.79998779296875,275.010009765625,275.8349914550781,188.51979064941406,319050
2010-08-24,276.20001220703125,280.989990234375,272.5,276.9200134277344,189.2613525390625,1480250
2010-08-25,276.5,282.2900085449219,273.79998779296875,275.0299987792969,187.96963500976562,1247380
2010-08-26,276.0,278.54998779296875,273.0,274.2900085449219,187.4638671875,1117550
2010-08-27,276.9949951171875,277.0,270.3999938964844,272.7099914550781,186.38400268554688,1652160
2010-08-30,275.95001220703125,275.95001220703125,268.5,271.2900085449219,185.41355895996094,320730
