Date,Cash Price,Basis,Fall Price,Fall Basis
2005-06-24,7.4,-0.05,7.47,-0.19
2005-06-27,6.9,-0.05,6.97,-0.19
2005-06-28,6.62,-0.05,6.67,-0.19
2005-06-29,6.67,-0.05,6.7,-0.19
2005-06-30,6.49,-0.07,6.47,-0.19
2005-07-01,6.71,-0.05,6.67,-0.19
2005-07-05,7.16,0.0,7.09,-0.19
2005-07-06,6.98,0.0,6.91,-0.19
2005-07-07,6.95,0.0,6.89,-0.19
2005-07-08,6.78,0.0,6.69,-0.19
2005-07-11,6.9,0.0,6.83,-0.19
2005-07-12,7.01,0.0,6.94,-0.19
2005-07-13,7.19,0.05,7.06,-0.19
2005-07-14,7.25,0.05,7.12,-0.19
2005-07-15,7.26,0.05,7.13,-0.19
2005-07-18,7.22,0.05,7.09,-0.19
2005-07-19,6.88,0.05,6.72,-0.19
2005-07-20,6.9,0.05,6.76,-0.19
2005-07-21,6.75,0.05,6.61,-0.19
2005-07-22,6.74,0.05,6.61,-0.19
2005-07-25,6.75,0.05,6.64,-0.19
2005-07-26,6.81,0.05,6.7,-0.19
2005-07-27,6.79,0.05,6.68,-0.19
2005-07-28,6.89,0.05,6.79,-0.19
2005-07-29,6.77,0.0,6.68,-0.19
2005-08-01,6.77,0.0,6.69,-0.19
2005-08-02,6.95,0.0,6.86,-0.19
2005-08-03,6.75,0.0,6.63,-0.19
2005-08-04,6.76,0.0,6.64,-0.19
2005-08-05,6.62,0.0,6.5,-0.19
2005-08-08,6.64,0.0,6.52,-0.19
2005-08-09,6.46,0.0,6.34,-0.19
2005-08-10,6.46,0.0,6.34,-0.19
2005-08-11,6.43,0.0,6.31,-0.19
2005-08-12,6.41,0.0,6.29,-0.19
2005-08-15,6.13,0.0,6.01,-0.19
2005-08-16,6.17,0.0,6.06,-0.19
2005-08-17,6.12,-0.03,6.06,-0.19
2005-08-18,6.07,-0.03,6.01,-0.19
2005-08-19,5.94,-0.03,5.89,-0.19
2005-08-22,6.04,-0.03,5.98,-0.19
2005-08-23,6.08,-0.03,6.02,-0.19
2005-08-24,5.99,-0.04,5.94,-0.19
2005-08-25,5.83,-0.04,5.79,-0.19
2005-08-26,5.87,-0.04,5.83,-0.19
2005-08-29,5.9,-0.04,5.87,-0.19
2005-08-30,5.96,-0.04,5.92,-0.19
2005-08-31,5.82,-0.17,5.8,-0.19
2005-09-01,5.9,-0.17,5.88,-0.19
2005-09-02,5.82,-0.17,5.77,-0.22
2005-09-06,5.97,-0.17,5.92,-0.22
2005-09-07,5.89,-0.17,5.84,-0.22
2005-09-08,5.84,-0.17,5.79,-0.22
2005-09-09,5.68,-0.22,5.66,-0.24
2005-09-12,5.59,-0.26,5.57,-0.28
2005-09-13,5.6,-0.26,5.58,-0.28
2005-09-14,5.52,-0.28,5.5,-0.3
2005-09-15,5.39,-0.3,5.76,-0.2
2005-09-16,5.41,-0.3,5.76,-0.2
2005-09-19,5.46,-0.3,5.8,-0.2
2005-09-20,5.42,-0.3,5.76,-0.2
2005-09-21,5.48,-0.3,5.82,-0.2
2005-09-22,5.51,-0.3,5.85,-0.2
2005-09-23,5.44,-0.3,5.8,-0.2
2005-09-26,5.38,-0.3,5.76,-0.2
2005-09-27,5.28,-0.3,5.7,-0.2
2005-09-28,5.33,-0.3,5.72,-0.2
2005-09-29,5.32,-0.3,5.71,-0.2
2005-09-30,5.43,-0.3,5.83,-0.2
2005-10-03,5.51,-0.3,5.91,-0.2
2005-10-04,5.31,-0.32,5.76,-0.2
2005-10-05,5.3,-0.34,5.76,-0.2
2005-10-06,5.3,-0.34,5.76,-0.2
2005-10-07,5.3,-0.34,5.77,-0.2
2005-10-08,8.6,-0.21,8.58,-0.35
2005-10-10,5.18,-0.38,5.7,-0.2
2005-10-11,5.26,-0.38,5.75,-0.2
2005-10-12,5.51,-0.38,5.97,-0.2
2005-10-13,5.5,-0.38,5.95,-0.2
2005-10-14,5.52,-0.38,5.97,-0.2
2005-10-17,5.53,-0.38,5.96,-0.2
2005-10-18,5.49,-0.36,5.94,-0.2
2005-10-19,5.53,-0.36,5.99,-0.2
2005-10-20,5.49,-0.36,5.99,-0.2
2005-10-21,5.41,-0.31,5.86,-0.2
2005-10-24,5.44,-0.31,5.91,-0.2
2005-10-25,5.55,-0.23,5.95,-0.2
2005-10-26,5.49,-0.23,5.89,-0.2
2005-10-27,5.53,-0.18,5.9,-0.2
2005-10-28,5.48,-0.3,5.85,-0.2
2005-10-31,5.46,-0.3,5.8,-0.2
2005-11-01,5.6,-0.27,5.89,-0.2
2005-11-02,5.58,-0.27,5.89,-0.2
2005-11-03,5.75,-0.27,6.0,-0.2
2005-11-04,5.71,-0.21,5.97,-0.2
2005-11-07,5.62,-0.21,5.92,-0.2
2005-11-08,5.65,-0.21,5.92,-0.2
2005-11-09,5.71,-0.18,6.11,-0.2
2005-11-10,5.7,-0.18,5.88,-0.2
2005-11-11,5.84,-0.18,6.0,-0.2
2005-11-14,5.77,-0.18,5.96,-0.2
2005-11-15,5.74,-0.18,5.97,-0.2
2005-11-16,5.59,-0.18,5.84,-0.2
2005-11-17,5.61,-0.18,5.83,-0.2
2005-11-18,5.52,-0.18,5.75,-0.2
2005-11-21,5.59,-0.13,5.78,-0.2
2005-11-22,5.59,-0.13,5.77,-0.2
2005-11-23,5.49,-0.13,5.7,-0.2
2005-11-25,5.41,-0.13,5.64,-0.2
2005-11-28,5.45,-0.13,5.66,-0.2
2005-11-29,5.41,-0.13,5.63,-0.2
2005-11-30,5.45,-0.13,5.67,-0.2
2005-12-01,5.48,-0.12,5.67,-0.2
2005-12-02,5.51,-0.12,5.67,-0.2
2005-12-05,5.61,-0.12,5.74,-0.2
2005-12-06,5.52,-0.12,5.67,-0.2
2005-12-07,5.47,-0.12,5.64,-0.2
2005-12-08,5.55,-0.12,5.71,-0.2
2005-12-09,5.57,-0.12,5.78,-0.2
2005-12-12,5.72,-0.12,5.91,-0.2
2005-12-13,5.86,-0.12,6.04,-0.2
2005-12-14,5.81,-0.12,6.04,-0.2
2005-12-15,5.75,-0.12,6.01,-0.2
2005-12-16,5.8,-0.12,6.03,-0.2
2005-12-19,5.97,-0.12,6.18,-0.2
2005-12-20,5.93,-0.12,6.14,-0.2
2005-12-21,5.95,-0.12,6.14,-0.2
2005-12-22,6.01,-0.12,6.2,-0.2
2005-12-23,6.01,-0.12,6.16,-0.2
2005-12-27,6.0,-0.12,6.16,-0.2
2005-12-28,5.99,-0.12,6.15,-0.2
2005-12-29,5.86,-0.12,6.06,-0.2
2005-12-30,5.9,-0.12,6.16,-0.2
2006-01-03,6.06,-0.23,6.25,-0.2
2006-01-04,6.09,-0.23,6.28,-0.2
2006-01-05,5.96,-0.23,6.19,-0.2
2006-01-06,5.88,-0.23,6.14,-0.2
2006-01-09,5.71,-0.23,6.0,-0.2
2006-01-10,5.66,-0.23,5.97,-0.2
2006-01-11,5.62,-0.23,5.9,-0.2
2006-01-12,5.49,-0.23,5.8,-0.2
2006-01-13,5.54,-0.23,5.85,-0.2
2006-01-17,5.48,-0.23,5.81,-0.2
2006-01-18,5.43,-0.23,5.75,-0.2
2006-01-19,5.45,-0.2,5.74,-0.2
2006-01-20,5.48,-0.2,5.78,-0.2
2006-01-23,5.55,-0.2,5.85,-0.2
2006-01-24,5.51,-0.2,5.82,-0.2
2006-01-25,5.47,-0.2,5.81,-0.2
2006-01-26,5.53,-0.2,5.85,-0.2
2006-01-27,5.69,-0.2,6.01,-0.2
2006-01-30,5.79,-0.2,6.11,-0.2
2006-01-31,5.72,-0.22,6.1,-0.2
2006-02-01,5.58,-0.22,5.97,-0.2
2006-02-02,5.62,-0.22,6.01,-0.2
2006-02-03,5.73,-0.22,6.11,-0.2
2006-02-06,5.65,-0.22,6.02,-0.2
2006-02-07,5.52,-0.22,5.9,-0.21
2006-02-08,5.56,-0.22,5.93,-0.21
2006-02-09,5.66,-0.22,6.03,-0.22
2006-02-10,5.6,-0.22,5.97,-0.22
2006-02-13,5.62,-0.22,5.97,-0.22
2006-02-14,5.61,-0.22,5.94,-0.22
2006-02-15,5.66,-0.21,5.98,-0.22
2006-02-16,5.71,-0.21,6.02,-0.22
2006-02-17,5.8,-0.21,6.08,-0.22
2006-02-21,5.67,-0.21,5.99,-0.22
2006-02-22,5.54,-0.2,5.87,-0.22
2006-02-23,5.52,-0.2,5.86,-0.2
2006-02-24,5.57,-0.2,5.92,-0.22
2006-02-27,5.6,-0.2,5.94,-0.22
2006-02-28,5.61,-0.33,5.96,-0.22
2006-03-01,5.58,-0.33,5.92,-0.23
2006-03-02,5.71,-0.33,6.04,-0.23
2006-03-03,5.75,-0.31,6.05,-0.23
2006-03-06,5.7,-0.31,6.0,-0.23
2006-03-07,5.62,-0.28,5.9,-0.24
2006-03-08,5.58,-0.26,5.86,-0.24
2006-03-09,5.63,-0.25,5.9,-0.24
2006-03-10,5.64,-0.25,5.91,-0.24
2006-03-13,5.6,-0.25,5.87,-0.24
2006-03-14,5.63,-0.25,5.89,-0.24
2006-03-15,5.56,-0.28,5.87,-0.24
2006-03-16,5.48,-0.28,5.81,-0.24
2006-03-17,5.49,-0.28,5.81,-0.24
2006-03-20,5.45,-0.28,5.77,-0.24
2006-03-21,5.47,-0.28,5.79,-0.24
2006-03-22,5.49,-0.28,5.81,-0.24
2006-03-23,5.5,-0.25,5.79,-0.24
2006-03-24,5.49,-0.25,5.79,-0.24
2006-03-27,5.55,-0.25,5.84,-0.24
2006-03-28,5.61,-0.21,5.86,-0.24
2006-03-29,5.62,-0.21,5.86,-0.24
2006-03-30,5.67,-0.21,5.92,-0.24
2006-03-31,5.51,-0.21,5.79,-0.24
2006-04-03,5.44,-0.21,5.72,-0.24
2006-04-04,5.38,-0.21,5.66,-0.24
2006-04-05,5.41,-0.21,5.68,-0.24
2006-04-06,5.43,-0.21,5.69,-0.24
2006-04-07,5.41,-0.17,5.65,-0.24
2006-04-10,5.38,-0.17,5.63,-0.24
2006-04-11,5.46,-0.17,5.72,-0.24
2006-04-12,5.44,-0.17,5.7,-0.24
2006-04-13,5.46,-0.17,5.72,-0.24
2006-04-17,5.55,-0.17,5.79,-0.25
2006-04-18,5.59,-0.17,5.85,-0.25
2006-04-19,5.59,-0.15,5.83,-0.25
2006-04-20,5.61,-0.1,5.8,-0.25
2006-04-21,5.6,-0.1,5.79,-0.25
2006-04-24,5.62,-0.12,5.84,-0.25
2006-04-25,5.68,-0.12,5.89,-0.25
2006-04-26,5.64,-0.12,5.85,-0.25
2006-04-27,5.63,-0.12,5.85,-0.25
2006-04-28,5.74,-0.27,5.96,-0.25
2006-05-01,5.8,-0.27,6.01,-0.25
2006-05-02,5.76,-0.27,5.98,-0.25
2006-05-03,5.79,-0.27,6.0,-0.25
2006-05-04,5.77,-0.27,5.97,-0.25
2006-05-05,5.8,-0.27,6.0,-0.25
2006-05-08,5.73,-0.27,5.93,-0.25
2006-05-09,5.78,-0.27,5.99,-0.25
2006-05-10,5.79,-0.27,6.0,-0.25
2006-05-11,5.86,-0.27,6.06,-0.25
2006-05-12,5.82,-0.31,6.06,-0.26
2006-05-15,5.74,-0.31,6.0,-0.26
2006-05-16,5.74,-0.29,5.99,-0.26
2006-05-17,5.75,-0.29,6.0,-0.26
2006-05-18,5.69,-0.29,5.95,-0.26
2006-05-19,5.58,-0.29,5.85,-0.26
2006-05-22,5.54,-0.29,5.8,-0.26
2006-05-23,5.58,-0.29,5.85,-0.26
2006-05-24,5.54,-0.29,5.81,-0.26
2006-05-25,5.55,-0.29,5.83,-0.26
2006-05-26,5.54,-0.29,5.82,-0.26
2006-05-30,5.55,-0.29,5.83,-0.26
2006-05-31,5.54,-0.26,5.78,-0.26
2006-06-01,5.63,-0.24,5.87,-0.26
2006-06-02,5.85,-0.24,6.07,-0.26
2006-06-05,5.79,-0.24,6.03,-0.26
2006-06-06,5.7,-0.24,5.93,-0.26
2006-06-07,5.73,-0.24,5.99,-0.26
2006-06-08,5.64,-0.24,5.91,-0.26
2006-06-09,5.62,-0.24,5.9,-0.26
2006-06-12,5.76,-0.24,6.03,-0.26
2006-06-13,5.72,-0.24,5.99,-0.26
2006-06-14,5.66,-0.24,5.92,-0.26
2006-06-15,5.69,-0.24,5.95,-0.26
2006-06-16,5.79,-0.21,6.01,-0.26
2006-06-19,5.64,-0.21,5.85,-0.26
2006-06-20,5.64,-0.21,5.86,-0.26
2006-06-21,5.65,-0.21,5.87,-0.26
2006-06-22,5.62,-0.21,5.83,-0.26
2006-06-23,5.6,-0.21,5.81,-0.26
2006-06-26,5.49,-0.21,5.69,-0.26
2006-06-27,5.57,-0.21,5.78,-0.26
2006-06-28,5.58,-0.21,5.8,-0.26
2006-06-29,5.61,-0.21,5.84,-0.26
2006-06-30,5.74,-0.21,5.97,-0.26
2006-07-03,5.8,-0.29,6.03,-0.26
2006-07-05,5.72,-0.29,5.95,-0.26
2006-07-06,5.85,-0.29,6.09,-0.26
2006-07-07,5.77,-0.29,6.02,-0.28
2006-07-10,5.79,-0.29,6.04,-0.26
2006-07-11,5.84,-0.26,6.07,-0.26
2006-07-12,5.81,-0.26,6.04,-0.26
2006-07-13,5.74,-0.26,5.96,-0.26
2006-07-14,5.77,-0.26,5.99,-0.26
2006-07-17,5.64,-0.26,5.85,-0.26
2006-07-18,5.63,-0.26,5.85,-0.26
2006-07-19,5.6,-0.26,5.81,-0.26
2006-07-20,5.58,-0.26,5.8,-0.26
2006-07-21,5.51,-0.26,5.73,-0.26
2006-07-24,5.57,-0.26,5.79,-0.26
2006-07-25,5.59,-0.26,5.81,-0.26
2006-07-26,5.56,-0.26,5.74,-0.29
2006-07-27,5.46,-0.28,5.66,-0.29
2006-07-28,5.48,-0.29,5.66,-0.32
2006-07-31,5.51,-0.35,5.68,-0.32
2006-08-01,5.44,-0.35,5.62,-0.32
2006-08-02,5.52,-0.35,5.67,-0.34
2006-08-03,5.47,-0.35,5.62,-0.34
2006-08-04,5.47,-0.35,5.63,-0.34
2006-08-07,5.32,-0.35,5.48,-0.34
2006-08-08,5.28,-0.35,5.42,-0.34
2006-08-09,5.32,-0.35,5.45,-0.35
2006-08-10,5.26,-0.35,5.39,-0.35
2006-08-11,5.22,-0.33,5.33,-0.35
2006-08-14,5.23,-0.33,5.34,-0.35
2006-08-15,5.24,-0.33,5.34,-0.35
2006-08-16,5.27,-0.25,5.3,-0.35
2006-08-17,5.27,-0.25,5.3,-0.35
2006-08-18,5.22,-0.25,5.28,-0.33
2006-08-21,5.28,-0.2,5.28,-0.33
2006-08-22,5.29,-0.2,5.29,-0.33
2006-08-23,5.32,-0.2,5.34,-0.33
2006-08-24,5.32,-0.2,5.32,-0.33
2006-08-25,5.23,-0.2,5.24,-0.33
2006-08-28,5.18,-0.2,5.19,-0.33
2006-08-29,5.17,-0.2,5.18,-0.33
2006-08-30,5.22,-0.2,5.23,-0.33
2006-08-31,5.22,-0.2,5.23,-0.33
2006-09-01,5.19,-0.33,5.19,-0.33
2006-09-05,5.21,-0.33,5.21,-0.33
2006-09-06,5.14,-0.33,5.14,-0.33
2006-09-07,5.22,-0.28,5.17,-0.33
2006-09-08,5.2,-0.28,5.15,-0.33
2006-09-11,5.18,-0.27,5.12,-0.33
2006-09-12,5.12,-0.27,5.06,-0.33
2006-09-13,5.14,-0.27,5.08,-0.33
2006-09-14,5.18,-0.27,5.12,-0.33
2006-09-15,5.23,-0.27,5.17,-0.33
2006-09-18,5.26,-0.27,5.2,-0.33
2006-09-19,5.24,-0.2,5.11,-0.33
2006-09-20,5.29,-0.2,5.16,-0.33
2006-09-21,5.38,-0.2,5.25,-0.33
2006-09-22,5.29,-0.2,5.16,-0.33
2006-09-25,5.25,-0.2,5.12,-0.33
2006-09-26,5.27,-0.2,5.14,-0.33
2006-09-27,5.21,-0.22,5.1,-0.33
2006-09-28,5.31,-0.22,5.2,-0.33
2006-09-29,5.15,-0.33,5.85,-0.25
2006-10-02,5.17,-0.28,5.83,-0.25
2006-10-03,5.15,-0.28,5.8,-0.25
2006-10-04,5.27,-0.28,5.91,-0.25
2006-10-05,5.38,-0.28,5.99,-0.25
2006-10-06,5.36,-0.28,5.96,-0.25
2006-10-09,5.5,-0.25,6.07,-0.25
2006-10-10,5.36,-0.25,5.92,-0.25
2006-10-11,5.37,-0.25,5.97,-0.25
2006-10-12,5.55,-0.25,6.12,-0.25
2006-10-13,5.69,-0.23,6.24,-0.25
2006-10-16,5.66,-0.23,6.22,-0.25
2006-10-17,5.78,-0.23,6.31,-0.25
2006-10-18,5.82,-0.23,6.31,-0.25
2006-10-19,5.93,-0.15,6.34,-0.25
2006-10-20,5.92,-0.15,6.33,-0.25
2006-10-23,6.06,-0.12,6.41,-0.25
2006-10-24,6.12,-0.12,6.44,-0.25
2006-10-25,6.1,-0.12,6.41,-0.25
2006-10-26,6.16,-0.12,6.51,-0.25
2006-10-27,6.24,-0.12,6.55,-0.25
2006-10-30,6.28,-0.12,6.62,-0.25
2006-10-31,6.19,-0.25,6.59,-0.23
2006-11-01,6.33,-0.25,6.69,-0.23
2006-11-02,6.36,-0.25,6.71,-0.23
2006-11-03,6.38,-0.25,6.74,-0.23
2006-11-06,6.38,-0.25,6.77,-0.23
2006-11-07,6.42,-0.25,6.78,-0.23
2006-11-08,6.53,-0.25,6.85,-0.23
2006-11-09,6.45,-0.25,6.82,-0.23
2006-11-10,6.38,-0.25,6.74,-0.25
2006-11-13,6.33,-0.25,6.71,-0.25
2006-11-14,6.46,-0.25,6.85,-0.25
2006-11-15,6.39,-0.25,6.79,-0.25
2006-11-16,6.32,-0.25,6.71,-0.25
2006-11-17,6.36,-0.25,6.71,-0.25
2006-11-20,6.43,0.25,6.83,-0.25
2006-11-21,6.48,-0.25,6.89,-0.25
2006-11-22,6.49,-0.25,6.91,-0.25
2006-11-24,6.59,-0.25,7.0,-0.25
2006-11-27,6.63,-0.25,7.09,-0.25
2006-11-28,6.61,-0.25,7.08,-0.23
2006-11-29,6.57,-0.25,7.05,-0.23
2006-11-30,6.61,-0.25,7.08,-0.23
2006-12-01,6.54,-0.23,7.04,-0.23
2006-12-04,6.39,-0.2,6.86,-0.23
2006-12-05,6.48,-0.16,6.86,-0.23
2006-12-06,6.38,-0.16,6.8,-0.23
2006-12-07,6.46,-0.16,6.89,-0.23
2006-12-08,6.4,-0.16,6.85,-0.23
2006-12-11,6.51,-0.16,6.97,-0.23
2006-12-12,6.47,-0.16,6.95,-0.23
2006-12-13,6.45,-0.16,6.95,-0.23
2006-12-14,6.47,-0.16,6.97,-0.23
2006-12-15,6.42,-0.16,6.92,-0.23
2006-12-18,6.32,-0.16,6.83,-0.23
2006-12-19,6.38,-0.16,6.89,-0.23
2006-12-20,6.29,-0.19,6.85,-0.23
2006-12-21,6.31,-0.19,6.87,-0.23
2006-12-22,6.41,-0.19,6.95,-0.23
2006-12-26,6.53,-0.19,7.07,-0.23
2006-12-27,6.51,-0.19,7.05,-0.23
2006-12-28,6.57,-0.19,7.12,-0.23
2006-12-29,6.63,-0.34,7.17,-0.23
2007-01-02,6.63,-0.34,7.17,-0.23
2007-01-03,6.52,-0.3,7.03,-0.23
2007-01-04,6.46,-0.3,6.99,-0.23
2007-01-05,6.52,-0.3,7.03,-0.23
2007-01-08,6.47,-0.3,7.02,-0.23
2007-01-09,6.35,-0.3,6.91,-0.23
2007-01-10,6.35,-0.3,6.9,-0.23
2007-01-11,6.44,-0.3,7.0,-0.23
2007-01-12,6.87,-0.3,7.39,-0.25
2007-01-16,6.74,-0.35,7.32,-0.25
2007-01-17,6.87,-0.35,7.46,-0.25
2007-01-18,6.81,-0.35,7.43,-0.25
2007-01-19,6.83,-0.35,7.43,-0.25
2007-01-22,6.82,-0.35,7.44,-0.25
2007-01-23,6.92,-0.35,7.54,-0.25
2007-01-24,6.8,-0.35,7.42,-0.25
2007-01-25,6.8,-0.33,7.41,-0.25
2007-01-26,6.78,-0.33,7.38,-0.25
2007-01-29,6.77,-0.33,7.37,-0.25
2007-01-30,6.88,-0.33,7.49,-0.25
2007-01-31,6.87,-0.33,7.46,-0.25
2007-02-01,6.89,-0.33,7.49,-0.25
2007-02-02,7.04,-0.33,7.65,-0.25
2007-02-05,7.07,-0.33,7.68,-0.25
2007-02-06,7.06,-0.33,7.66,-0.25
2007-02-07,7.08,-0.33,7.67,-0.28
2007-02-08,7.11,-0.33,7.7,-0.25
2007-02-09,7.16,-0.33,7.76,-0.25
2007-02-12,7.12,-0.33,7.73,-0.25
2007-02-13,7.22,-0.33,7.82,-0.25
2007-02-14,7.18,-0.33,7.78,-0.25
2007-02-15,7.26,-0.33,7.86,-0.25
2007-02-16,7.34,-0.33,7.92,-0.25
2007-02-20,7.38,-0.33,7.98,-0.25
2007-02-21,7.48,-0.33,8.07,-0.25
2007-02-22,7.51,-0.33,8.13,-0.25
2007-02-23,7.45,-0.33,8.06,-0.25
2007-02-26,7.46,-0.33,8.07,-0.25
2007-02-27,7.31,-0.33,7.9,-0.27
2007-02-28,7.42,-0.46,7.97,-0.27
2007-03-01,7.2,-0.42,7.73,-0.27
2007-03-02,7.12,-0.42,7.64,-0.27
2007-03-05,7.09,-0.42,7.61,-0.27
2007-03-06,7.06,-0.42,7.6,-0.27
2007-03-07,7.15,-0.42,7.68,-0.27
2007-03-08,7.17,-0.42,7.71,-0.27
2007-03-09,7.18,-0.42,7.73,-0.27
2007-03-12,7.23,-0.42,7.77,-0.27
2007-03-13,7.14,-0.42,7.68,-0.27
2007-03-14,7.12,-0.42,7.65,-0.27
2007-03-15,7.09,-0.42,7.63,-0.27
2007-03-16,7.12,-0.42,7.67,-0.27
2007-03-19,7.18,-0.42,7.76,-0.27
2007-03-20,7.23,-0.42,7.81,-0.27
2007-03-21,7.25,-0.42,7.84,-0.27
2007-03-22,7.3,-0.42,7.85,-0.3
2007-03-23,7.28,-0.42,7.83,-0.3
2007-03-26,7.17,-0.42,7.71,-0.3
2007-03-27,7.18,-0.39,7.7,-0.3
2007-03-28,7.32,-0.39,7.83,-0.3
2007-03-29,7.39,-0.39,7.9,-0.3
2007-03-30,7.22,-0.39,7.75,-0.3
2007-04-02,7.4,-0.39,7.91,-0.3
2007-04-03,7.27,-0.37,7.77,-0.3
2007-04-04,7.24,-0.37,7.75,-0.3
2007-04-05,7.24,-0.37,7.75,-0.3
2007-04-09,7.12,-0.37,7.63,-0.3
2007-04-10,7.06,-0.37,7.58,-0.3
2007-04-11,7.1,-0.37,7.62,-0.3
2007-04-12,7.01,-0.37,7.55,-0.3
2007-04-13,7.0,-0.37,7.53,-0.3
2007-04-16,6.99,-0.37,7.53,-0.3
2007-04-17,6.9,-0.34,7.41,-0.3
2007-04-18,6.82,-0.34,7.3,-0.3
2007-04-19,6.84,-0.34,7.32,-0.3
2007-04-20,6.89,-0.34,7.38,-0.3
2007-04-23,6.91,-0.3,7.36,-0.3
2007-04-24,6.8,-0.3,7.23,-0.3
2007-04-25,6.92,-0.3,7.35,-0.3
2007-04-26,6.88,-0.3,7.32,-0.3
2007-04-27,6.94,-0.45,7.37,-0.3
2007-04-30,6.98,-0.45,7.41,-0.3
2007-05-01,7.11,-0.45,7.54,-0.3
2007-05-02,7.04,-0.45,7.47,-0.3
2007-05-03,7.03,-0.45,7.47,-0.3
2007-05-04,7.03,-0.45,7.46,-0.3
2007-05-07,6.98,-0.45,7.42,-0.3
2007-05-08,6.95,-0.45,7.39,-0.3
2007-05-09,7.05,-0.43,7.47,-0.3
2007-05-10,7.03,-0.43,7.46,-0.3
2007-05-11,7.19,-0.43,7.61,-0.3
2007-05-14,7.28,-0.43,7.7,-0.3
2007-05-15,7.38,-0.4,7.77,-0.3
2007-05-16,7.53,-0.4,7.91,-0.3
2007-05-17,7.53,-0.4,7.91,-0.3
2007-05-18,7.53,-0.4,7.91,-0.3
2007-05-21,7.61,-0.4,7.99,-0.3
2007-05-22,7.53,-0.4,7.92,-0.3
2007-05-23,7.61,-0.4,8.01,-0.3
2007-05-24,7.65,-0.4,8.04,-0.3
2007-05-25,7.73,-0.4,8.12,-0.3
2007-05-29,7.58,-0.4,7.97,-0.3
2007-05-30,7.68,-0.4,8.07,-0.3
2007-05-31,7.66,-0.4,8.06,-0.3
2007-06-01,7.78,-0.4,8.17,-0.3
2007-06-04,7.76,-0.4,8.16,-0.3
2007-06-05,7.88,-0.4,8.29,-0.3
2007-06-06,7.77,-0.45,8.19,-0.35
2007-06-07,7.87,-0.45,8.3,-0.35
2007-06-08,7.77,-0.45,8.2,-0.35
2007-06-11,7.85,-0.45,8.29,-0.35
2007-06-12,7.82,-0.45,8.25,-0.35
2007-06-13,7.81,-0.45,8.25,-0.35
2007-06-14,7.83,-0.45,8.26,-0.35
2007-06-15,8.02,-0.45,8.46,-0.35
2007-06-18,8.1,-0.45,8.54,-0.35
2007-06-19,7.84,-0.45,8.29,-0.35
2007-06-20,7.94,-0.45,8.37,-0.38
2007-06-21,7.74,-0.45,8.14,-0.38
2007-06-22,7.52,-0.45,7.93,-0.38
2007-06-25,7.59,-0.45,8.01,-0.38
2007-06-26,7.62,-0.45,8.0,-0.42
2007-06-27,7.59,-0.45,7.96,-0.42
2007-06-28,7.67,-0.43,8.0,-0.42
2007-06-29,8.03,-0.53,8.4,-0.42
2007-07-02,8.18,-0.53,8.45,-0.53
2007-07-03,8.03,-0.53,8.32,-0.5
2007-07-05,8.07,-0.53,8.37,-0.5
2007-07-06,8.16,-0.53,8.46,-0.5
2007-07-09,8.23,-0.53,8.52,-0.5
2007-07-10,8.35,-0.59,8.63,-0.58
2007-07-11,8.35,-0.61,8.65,-0.58
2007-07-12,8.54,-0.61,8.82,-0.6
2007-07-13,8.61,-0.61,8.89,-0.6
2007-07-16,8.11,-0.61,8.39,-0.6
2007-07-17,7.73,-0.61,7.98,-0.63
2007-07-18,7.9,-0.61,8.14,-0.63
2007-07-19,7.95,-0.61,8.19,-0.63
2007-07-20,7.88,-0.61,8.11,-0.63
2007-07-23,7.55,-0.61,7.78,-0.63
2007-07-24,7.59,-0.61,7.82,-0.63
2007-07-25,7.54,-0.61,7.76,-0.63
2007-07-26,7.61,-0.61,7.84,-0.63
2007-07-27,7.56,-0.6,7.78,-0.63
2007-07-30,7.63,-0.6,7.85,-0.63
2007-07-31,7.74,-0.6,7.95,-0.63
2007-08-01,7.71,-0.62,7.84,-0.65
2007-08-02,7.76,-0.62,7.9,-0.65
2007-08-03,7.85,-0.6,7.96,-0.65
2007-08-06,7.78,-0.56,7.85,-0.65
2007-08-07,7.91,-0.56,7.98,-0.65
2007-08-08,8.06,-0.56,8.13,-0.65
2007-08-09,8.06,-0.56,8.13,-0.65
2007-08-10,8.0,-0.56,8.07,-0.65
2007-08-13,8.1,-0.56,8.17,-0.65
2007-08-14,7.95,-0.56,8.01,-0.65
2007-08-15,7.84,-0.56,7.9,-0.65
2007-08-16,7.46,-0.53,7.5,-0.65
2007-08-17,7.59,-0.53,7.63,-0.65
2007-08-20,7.62,-0.5,7.62,-0.65
2007-08-21,7.66,-0.5,7.66,-0.65
2007-08-22,7.81,-0.5,7.82,-0.65
2007-08-23,7.92,-0.5,7.96,-0.62
2007-08-24,7.99,-0.5,8.03,-0.62
2007-08-27,8.07,-0.5,8.11,-0.62
2007-08-28,8.05,-0.5,8.1,-0.62
2007-08-29,8.09,-0.5,8.12,-0.62
2007-08-30,8.2,-0.65,8.23,-0.62
2007-08-31,8.18,-0.65,8.21,-0.62
2007-09-04,8.46,-0.62,8.75,-0.4
2007-09-05,8.43,-0.6,8.78,-0.4
2007-09-06,8.33,-0.6,8.65,-0.4
2007-09-07,8.45,-0.6,8.73,-0.4
2007-09-10,8.58,-0.6,8.79,-0.4
2007-09-11,8.61,-0.6,8.79,-0.4
2007-09-12,8.79,-0.6,8.85,-0.4
