Date,Cash Price,Basis,Fall Price,Fall Basis
2003-03-07,5.62,-0.01,5.01,-0.15
2003-03-10,5.65,-0.01,5.01,-0.15
2003-03-11,5.71,-0.01,5.05,-0.15
2003-03-12,5.65,-0.01,4.99,-0.15
2003-03-13,5.74,-0.01,5.03,-0.15
2003-03-14,5.74,-0.01,5.0,-0.15
2003-03-17,5.68,-0.01,4.95,-0.15
2003-03-18,5.73,-0.01,4.99,-0.15
2003-03-19,5.7,-0.01,4.98,-0.15
2003-03-20,5.74,-0.01,5.02,-0.15
2003-03-21,5.76,-0.01,5.02,-0.15
2003-03-24,5.69,-0.01,4.99,-0.15
2003-03-25,5.73,-0.01,5.02,-0.14
2003-03-26,5.68,-0.01,4.98,-0.14
2003-03-27,5.79,-0.01,5.05,-0.14
2003-03-28,5.79,-0.01,5.05,-0.14
2003-03-31,5.74,-0.01,5.01,-0.14
2003-04-01,5.73,-0.01,4.98,-0.14
2003-04-02,5.85,-0.02,5.03,-0.14
2003-04-03,5.84,-0.02,5.03,-0.14
2003-04-04,5.89,-0.02,5.06,-0.14
2003-04-07,5.97,-0.02,5.13,-0.14
2003-04-08,5.99,-0.02,5.17,-0.14
2003-04-09,6.02,-0.02,5.19,-0.14
2003-04-10,5.99,-0.02,5.17,-0.14
2003-04-11,5.98,-0.02,5.15,-0.14
2003-04-14,6.06,-0.02,5.19,-0.14
2003-04-15,6.09,-0.02,5.21,-0.14
2003-04-16,6.07,-0.02,5.19,-0.14
2003-04-17,6.2,-0.02,5.25,-0.14
2003-04-21,6.14,-0.03,5.22,-0.14
2003-04-22,6.07,-0.03,5.25,-0.14
2003-04-23,6.0,-0.03,5.22,-0.14
2003-04-24,6.0,-0.03,5.21,-0.14
2003-04-25,5.96,-0.03,5.17,-0.14
2003-04-28,6.03,-0.02,5.18,-0.14
2003-04-29,6.19,-0.02,5.31,-0.14
2003-04-30,6.23,-0.01,5.33,-0.14
2003-05-01,6.28,-0.04,5.39,-0.14
2003-05-02,6.27,-0.04,5.43,-0.14
2003-05-05,6.24,-0.04,5.45,-0.14
2003-05-06,6.26,-0.04,5.44,-0.14
2003-05-07,6.23,-0.04,5.42,-0.14
2003-05-08,6.2,-0.05,5.37,-0.14
2003-05-09,6.32,-0.06,5.48,-0.14
2003-05-12,6.37,-0.06,5.46,-0.14
2003-05-13,6.38,-0.06,5.45,-0.14
2003-05-14,6.44,-0.05,5.51,-0.14
2003-05-15,6.44,-0.05,5.55,-0.14
2003-05-16,6.37,-0.05,5.58,-0.14
2003-05-19,6.32,-0.05,5.5,-0.14
2003-05-20,6.32,0.6,5.58,-0.14
2003-05-21,6.34,0.59,5.61,-0.14
2003-05-22,6.21,0.55,5.52,-0.14
2003-05-23,6.2,0.55,5.51,-0.14
2003-05-27,6.2,0.58,5.48,-0.14
2003-05-28,6.18,0.61,5.43,-0.14
2003-05-29,6.24,0.61,5.49,-0.14
2003-05-30,6.22,0.61,5.47,-0.14
2003-06-02,6.14,0.61,5.39,-0.14
2003-06-03,6.11,0.59,5.38,-0.14
2003-06-04,6.16,0.59,5.43,-0.14
2003-06-05,6.2,0.59,5.47,-0.14
2003-06-06,6.31,0.55,5.62,-0.14
2003-06-09,6.24,0.55,5.55,-0.14
2003-06-10,6.33,0.55,5.64,-0.14
2003-06-11,6.28,0.46,5.68,-0.14
2003-06-12,6.24,0.46,5.64,-0.14
2003-06-13,6.13,0.53,5.46,-0.14
2003-06-16,6.16,0.55,5.47,-0.14
2003-06-17,6.22,0.55,5.53,-0.14
2003-06-18,6.29,0.55,5.6,-0.14
2003-06-19,6.3,0.57,5.59,-0.14
2003-06-20,6.26,0.57,5.55,-0.14
2003-06-23,6.23,0.59,5.5,-0.14
2003-06-24,6.33,0.67,5.52,-0.14
2003-06-25,6.4,0.67,5.59,-0.14
2003-06-26,6.23,0.67,5.42,-0.14
2003-06-27,6.3,0.72,5.44,-0.14
2003-07-01,6.31,0.72,5.45,-0.14
2003-07-02,6.28,0.72,5.42,-0.14
2003-07-03,6.23,0.75,5.34,-0.14
2003-07-07,6.12,0.75,5.23,-0.14
2003-07-08,6.14,0.75,5.25,-0.14
2003-07-10,6.11,0.81,5.16,-0.14
2003-07-11,6.09,0.81,5.14,-0.14
2003-07-14,6.07,0.78,5.15,-0.14
2003-07-15,5.96,0.75,5.07,-0.14
2003-07-16,5.94,0.71,5.09,-0.14
2003-07-17,5.87,0.7,5.02,-0.15
2003-07-18,5.74,0.63,4.96,-0.15
2003-07-21,5.72,0.59,4.98,-0.15
2003-07-22,5.73,0.59,4.99,-0.15
2003-07-23,5.7,0.59,4.96,-0.15
2003-07-24,5.59,0.48,4.96,-0.15
2003-07-25,5.63,0.48,5.0,-0.15
2003-07-28,5.65,0.4,5.09,-0.16
2003-07-29,5.52,0.35,5.01,-0.16
2003-07-30,5.49,0.3,5.03,-0.16
2003-07-31,5.39,0.3,4.93,-0.16
2003-08-01,5.48,0.3,5.02,-0.16
2003-08-04,5.41,0.25,5.0,-0.16
2003-08-06,5.45,0.3,4.99,-0.16
2003-08-07,5.46,0.3,5.0,-0.16
2003-08-08,5.51,0.3,5.05,-0.16
2003-08-11,5.52,0.21,5.13,-0.18
2003-08-12,5.63,0.16,5.29,-0.18
2003-08-13,5.59,0.15,5.26,-0.18
2003-08-14,5.64,0.15,5.31,-0.18
2003-08-15,5.65,0.15,5.32,-0.18
2003-08-18,5.91,0.1,5.69,-0.14
2003-08-19,5.8,0.1,5.52,-0.18
2003-08-20,5.87,0.1,5.59,-0.18
2003-08-21,5.89,0.1,5.61,-0.18
2003-08-22,5.96,0.1,5.68,-0.18
2003-08-25,5.97,0.1,5.69,-0.18
2003-08-26,5.92,0.15,5.59,-0.18
2003-08-27,5.96,0.15,5.63,-0.18
2003-08-28,6.05,0.17,5.71,-0.17
2003-08-29,6.06,0.17,5.72,-0.17
2003-09-02,5.92,0.17,5.58,-0.17
2003-09-03,5.98,0.17,5.64,-0.17
2003-09-04,6.05,0.17,5.71,-0.17
2003-09-05,6.04,0.17,5.7,-0.17
2003-09-08,6.09,0.19,5.73,-0.17
2003-09-09,6.2,0.21,5.85,-0.14
2003-09-10,6.07,0.1,5.83,-0.14
2003-09-11,6.18,0.02,6.02,-0.14
2003-09-12,6.18,-0.05,6.09,-0.14
2003-09-15,6.11,-0.08,6.05,-0.14
2003-09-16,6.02,-0.09,5.97,-0.08
2003-09-17,6.09,-0.09,6.04,-0.14
2003-09-18,6.13,-0.14,6.09,-0.18
2003-09-19,6.24,-0.14,6.2,-0.18
2003-09-22,6.36,-0.15,6.33,-0.18
2003-09-23,6.36,-0.15,6.33,-0.18
2003-09-24,6.37,-0.16,6.34,-0.19
2003-09-25,6.4,-0.16,6.37,-0.19
2003-09-26,6.41,-0.16,6.38,-0.19
2003-09-29,6.64,-0.19,6.59,-0.24
2003-09-30,6.6,-0.18,6.54,-0.24
2003-10-01,6.7,-0.17,6.63,-0.24
2003-10-02,6.8,-0.17,,
2003-10-03,6.61,-0.17,,
2003-10-06,6.67,-0.17,,
2003-10-07,6.71,-0.17,,
2003-10-08,6.63,-0.16,,
2003-10-09,6.77,-0.16,,
2003-10-10,6.98,-0.16,,
2003-10-13,7.18,-0.14,,
2003-10-14,7.28,-0.14,,
2003-10-15,7.16,-0.12,,
2003-10-16,7.14,-0.12,,
2003-10-17,7.18,-0.12,,
2003-10-20,7.18,-0.12,,
2003-10-21,7.21,-0.1,,
2003-10-22,7.4,-0.1,,
2003-10-23,7.54,-0.1,,
2003-10-24,7.53,-0.1,,
2003-10-27,7.49,-0.1,,
2003-10-28,7.72,-0.1,,
2003-10-29,7.91,-0.09,5.76,-0.16
2003-10-30,7.85,-0.09,5.81,-0.16
2003-10-31,7.84,-0.14,5.83,-0.16
2003-11-03,7.83,-0.14,5.85,-0.16
2003-11-04,7.49,-0.15,5.76,-0.16
2003-11-05,7.58,-0.15,5.76,-0.16
2003-11-06,7.5,-0.15,5.78,-0.16
2003-11-07,7.34,-0.15,5.68,-0.16
2003-11-10,7.47,-0.15,5.64,-0.16
2003-11-11,7.61,-0.15,5.66,-0.16
2003-11-12,7.55,-0.15,5.62,-0.16
2003-11-13,7.61,-0.15,5.65,-0.16
2003-11-14,7.64,-0.15,5.68,-0.16
2003-11-17,7.65,-0.15,5.71,-0.16
2003-11-18,7.62,-0.15,5.67,-0.16
2003-11-19,7.34,-0.15,5.55,-0.16
2003-11-20,7.44,-0.15,5.62,-0.16
2003-11-21,7.39,-0.15,5.65,-0.16
2003-11-24,7.23,-0.15,5.58,-0.16
2003-11-25,7.31,-0.15,5.59,-0.16
2003-11-26,7.32,-0.14,5.63,-0.16
2003-11-28,7.42,-0.14,5.69,-0.16
2003-12-01,7.47,-0.14,5.74,-0.16
2003-12-02,7.61,-0.13,5.81,-0.16
2003-12-03,7.66,-0.13,5.86,-0.16
2003-12-04,7.56,-0.13,5.85,-0.16
2003-12-05,7.48,-0.13,5.88,-0.16
2003-12-08,7.58,-0.13,5.93,-0.16
2003-12-09,7.74,-0.13,6.01,-0.16
2003-12-10,7.72,-0.13,6.01,-0.16
2003-12-11,7.54,-0.13,5.93,-0.16
2003-12-12,7.63,-0.13,6.01,-0.16
2003-12-15,7.6,-0.13,6.03,-0.16
2003-12-16,7.52,-0.12,5.99,-0.16
2003-12-17,7.57,-0.12,6.01,-0.16
2003-12-18,7.49,-0.11,5.97,-0.16
2003-12-19,7.55,-0.1,6.06,-0.16
2003-12-22,7.44,-0.1,5.99,-0.16
2003-12-23,7.32,-0.1,5.96,-0.16
2003-12-24,7.5,-0.1,6.07,-0.16
2003-12-26,7.82,-0.1,6.21,-0.16
2003-12-29,7.77,-0.08,6.22,-0.16
2003-12-30,7.7,-0.08,6.18,-0.16
2003-12-31,7.81,-0.13,6.19,-0.16
2004-01-02,7.85,-0.13,6.22,-0.16
2004-01-05,7.88,-0.13,6.26,-0.16
2004-01-06,7.88,-0.13,6.29,-0.16
2004-01-07,7.81,-0.13,6.25,-0.16
2004-01-08,7.85,-0.13,6.29,-0.16
2004-01-09,7.8,-0.13,6.29,-0.16
2004-01-12,8.1,-0.13,6.45,-0.14
2004-01-13,8.26,-0.13,6.54,-0.16
2004-01-14,8.29,-0.13,6.53,-0.16
2004-01-15,8.22,-0.13,6.56,-0.16
2004-01-16,8.26,-0.1,6.55,-0.16
2004-01-20,8.18,-0.1,6.53,-0.16
2004-01-21,8.34,-0.08,6.56,-0.16
2004-01-22,8.33,-0.08,6.5,-0.16
2004-01-23,8.31,-0.08,6.55,-0.16
2004-01-26,8.4,-0.08,6.61,-0.16
2004-01-27,8.28,-0.08,6.57,-0.16
2004-01-28,7.99,-0.06,6.36,-0.16
2004-01-29,8.03,-0.06,6.34,-0.16
2004-01-30,8.14,-0.06,6.47,-0.16
2004-02-02,7.87,-0.08,6.27,-0.16
2004-02-03,7.97,-0.06,6.29,-0.16
2004-02-04,8.0,-0.06,6.21,-0.16
2004-02-05,8.26,-0.06,6.23,-0.16
2004-02-06,8.38,-0.02,6.33,-0.16
2004-02-10,8.33,-0.02,6.35,-0.16
2004-02-11,8.36,-0.02,6.39,-0.16
2004-02-12,8.21,0.0,6.34,-0.16
2004-02-13,8.3,0.01,6.37,-0.16
2004-02-17,8.52,0.01,6.47,-0.16
2004-02-18,8.56,0.01,6.42,-0.16
2004-02-19,8.81,0.01,6.52,-0.16
2004-02-20,8.88,0.04,6.56,-0.16
2004-02-23,9.11,0.04,6.89,-0.16
2004-02-24,9.3,0.04,7.11,-0.16
2004-02-25,9.32,0.04,7.16,-0.16
2004-02-26,9.29,0.04,7.19,-0.16
2004-02-27,9.42,0.04,7.2,-0.16
2004-03-01,9.62,0.04,7.34,-0.16
2004-03-02,9.27,-0.02,7.24,-0.16
2004-03-03,9.41,-0.02,7.22,-0.16
2004-03-04,9.3,-0.07,7.24,-0.16
2004-03-05,9.33,-0.05,7.24,-0.16
2004-03-09,9.42,-0.05,7.28,-0.16
2004-03-10,9.19,-0.05,7.16,-0.16
2004-03-11,9.41,-0.03,7.23,-0.16
2004-03-12,9.57,0.01,7.23,-0.16
2004-03-15,9.79,0.01,7.36,-0.16
2004-03-16,9.84,-0.05,7.41,-0.16
2004-03-17,9.89,-0.05,7.39,-0.16
2004-03-18,10.08,-0.1,7.51,-0.16
2004-03-19,10.14,-0.1,7.53,-0.16
2004-03-22,10.36,-0.2,7.71,-0.16
2004-03-23,10.32,-0.2,7.73,-0.16
2004-03-24,10.06,-0.18,7.67,-0.16
2004-03-25,10.11,-0.18,7.63,-0.16
2004-03-26,9.95,-0.18,7.52,-0.16
2004-03-29,9.95,-0.18,7.48,-0.16
2004-03-30,9.98,-0.18,7.42,-0.16
2004-03-31,9.77,-0.18,7.31,-0.16
2004-04-01,10.16,-0.14,7.48,-0.18
2004-04-02,10.32,-0.14,7.67,-0.18
2004-04-05,10.11,-0.14,7.65,-0.18
2004-04-06,9.97,-0.1,7.62,-0.17
2004-04-07,10.08,-0.1,7.69,-0.17
2004-04-08,9.79,-0.1,7.62,-0.17
2004-04-12,9.57,-0.1,7.35,-0.17
2004-04-13,9.67,-0.05,7.21,-0.17
2004-04-15,9.6,-0.05,7.0,-0.17
2004-04-16,9.63,-0.03,7.16,-0.17
2004-04-19,9.63,-0.03,7.18,-0.17
2004-04-20,9.46,-0.03,7.17,-0.17
2004-04-21,9.31,-0.03,7.04,-0.17
2004-04-22,9.37,-0.03,7.18,-0.17
2004-04-23,9.61,0.0,7.23,-0.17
2004-04-26,9.58,0.0,7.16,-0.17
2004-04-27,9.95,0.0,7.35,-0.17
2004-04-28,9.8,0.0,7.16,-0.17
2004-04-29,10.0,0.0,7.2,-0.17
2004-04-30,10.13,0.0,7.28,-0.17
2004-05-03,10.21,0.0,7.46,-0.17
2004-05-04,10.22,0.0,7.59,-0.17
2004-05-05,10.2,0.0,7.7,-0.17
2004-05-06,10.01,0.0,7.51,-0.17
2004-05-07,10.32,0.0,7.59,-0.17
2004-05-10,10.13,0.0,7.36,-0.17
2004-05-11,10.22,0.0,7.39,-0.17
2004-05-12,9.77,0.05,7.14,-0.17
2004-05-13,9.88,0.05,7.19,-0.17
2004-05-14,9.38,0.05,6.97,-0.17
2004-05-17,9.11,0.05,6.91,-0.17
2004-05-18,8.79,0.05,6.79,-0.17
2004-05-19,9.13,0.05,6.9,-0.17
2004-05-20,8.74,0.05,6.66,-0.17
2004-05-21,8.78,0.05,6.67,-0.17
2004-05-24,8.71,0.05,6.82,-0.17
2004-05-25,8.87,0.05,6.93,-0.17
2004-05-26,8.77,0.05,6.92,-0.17
2004-05-27,8.27,0.05,6.56,-0.17
2004-05-28,8.19,0.05,6.68,-0.17
2004-06-01,8.65,0.4,7.18,-0.17
2004-06-02,8.58,0.4,7.02,-0.17
2004-06-03,8.2,0.4,6.71,-0.17
2004-06-04,8.45,0.4,6.81,-0.17
2004-06-07,8.53,0.45,6.73,-0.17
2004-06-08,8.56,0.52,6.67,-0.17
2004-06-09,8.53,0.52,6.62,-0.17
2004-06-10,8.37,0.58,6.47,-0.17
2004-06-14,8.64,0.65,6.58,-0.17
2004-06-15,8.71,0.65,6.41,-0.17
2004-06-16,8.66,0.65,6.51,-0.17
2004-06-17,8.6,0.65,6.52,-0.17
2004-06-18,8.64,0.65,6.49,-0.17
2004-06-21,8.93,0.75,6.62,-0.17
2004-06-22,8.91,0.75,6.55,-0.17
2004-06-23,9.19,0.75,6.77,-0.17
2004-06-24,9.33,0.85,6.82,-0.17
2004-06-25,9.32,0.85,6.93,-0.17
2004-06-28,8.93,0.85,6.72,-0.17
2004-06-29,9.06,1.0,6.83,-0.17
2004-06-30,8.83,1.0,6.52,-0.17
2004-07-01,9.19,1.15,6.51,-0.17
2004-07-02,9.24,1.15,6.35,-0.17
2004-07-06,9.45,1.25,6.35,-0.17
2004-07-07,9.47,1.25,6.44,-0.17
2004-07-08,9.63,1.5,6.37,-0.17
2004-07-09,9.39,1.25,6.29,-0.17
2004-07-12,9.11,1.25,6.24,-0.17
2004-07-13,8.83,1.15,6.24,-0.17
2004-07-14,8.66,0.85,6.51,-0.17
2004-07-15,8.36,0.85,6.29,-0.17
2004-07-16,7.33,0.25,6.24,-0.17
2004-07-19,7.43,0.95,6.31,-0.17
2004-07-20,7.57,1.1,6.3,-0.17
2004-07-21,7.37,1.25,5.95,-0.17
2004-07-22,6.89,0.95,5.77,-0.17
2004-07-23,7.02,0.9,5.95,-0.17
2004-07-26,6.87,0.9,5.8,-0.17
2004-07-27,6.87,0.9,5.8,-0.17
2004-07-28,6.36,0.6,5.59,-0.17
2004-07-29,6.25,0.4,5.66,-0.19
2004-07-30,5.94,0.25,5.52,-0.17
2004-08-02,5.91,0.25,5.49,-0.17
2004-08-03,5.92,0.25,5.5,-0.17
2004-08-04,5.82,0.25,5.4,-0.17
2004-08-05,5.96,0.25,5.54,-0.17
2004-08-06,6.07,0.45,5.45,-0.17
2004-08-09,6.16,0.45,5.54,-0.17
2004-08-10,6.07,0.45,5.45,-0.17
2004-08-11,6.1,0.55,5.38,-0.17
2004-08-12,6.4,0.55,5.68,-0.17
2004-08-13,6.36,0.55,5.64,-0.17
2004-08-16,6.24,0.55,5.52,-0.17
2004-08-17,6.39,0.55,5.67,-0.17
2004-08-18,6.46,0.55,5.74,-0.17
2004-08-19,6.45,0.55,5.73,-0.17
2004-08-20,6.4,0.55,5.68,-0.17
2004-08-23,6.66,0.55,5.94,-0.17
2004-08-24,6.61,0.55,5.89,-0.17
2004-08-25,6.68,0.55,5.96,-0.17
2004-08-26,6.47,0.4,5.9,-0.17
2004-08-27,6.16,0.2,5.79,-0.17
2004-08-30,6.41,0.2,6.04,-0.17
2004-08-31,6.47,0.2,6.1,-0.17
2004-09-01,6.47,0.1,6.2,-0.17
2004-09-02,6.39,0.1,6.12,-0.17
2004-09-03,6.22,0.1,5.95,-0.17
2004-09-07,5.84,0.0,5.67,-0.17
2004-09-08,5.84,0.0,5.67,-0.17
2004-09-09,5.82,0.0,5.65,-0.17
2004-09-10,5.62,-0.1,5.55,-0.17
2004-09-13,5.56,-0.15,5.54,-0.17
2004-09-14,5.51,-0.15,5.49,-0.17
2004-09-15,5.49,-0.18,5.49,-0.18
2004-09-16,5.39,-0.18,5.39,-0.18
2004-09-17,5.33,-0.2,5.56,-0.2
2004-09-20,5.22,-0.22,5.48,-0.2
2004-09-21,5.18,-0.24,5.46,-0.2
2004-09-22,5.14,-0.24,5.45,-0.2
2004-09-23,5.14,-0.24,5.45,-0.2
2004-09-24,5.0,-0.24,5.34,-0.2
2004-09-27,5.07,-0.24,5.4,-0.2
2004-09-28,5.08,-0.24,5.4,-0.2
2004-09-29,5.1,-0.24,5.4,-0.2
2004-09-30,5.03,-0.24,5.39,-0.2
2004-10-01,5.11,-0.24,5.43,-0.2
2004-10-04,5.01,-0.24,5.34,-0.2
2004-10-05,4.98,-0.26,5.37,-0.2
2004-10-06,5.0,-0.26,5.36,-0.2
2004-10-07,5.0,-0.26,5.39,-0.2
2004-10-08,5.03,-0.26,5.41,-0.2
2004-10-11,5.13,-0.26,5.5,-0.2
2004-10-12,4.87,-0.26,5.31,-0.2
2004-10-13,4.84,-0.26,5.27,-0.2
2004-10-14,4.91,-0.25,5.29,-0.2
2004-10-15,4.89,-0.25,5.27,-0.2
2004-10-18,4.9,-0.25,5.27,-0.2
2004-10-19,5.03,-0.25,5.26,-0.2
2004-10-20,5.13,-0.2,5.37,-0.2
2004-10-21,5.13,-0.15,5.35,-0.2
2004-10-22,5.15,-0.15,5.38,-0.2
2004-10-25,5.26,-0.15,5.51,-0.2
2004-10-26,5.24,-0.15,5.5,-0.2
2004-10-27,5.15,-0.15,5.44,-0.2
2004-10-29,5.13,-0.15,5.44,-0.2
2004-11-01,5.07,-0.15,5.31,-0.2
2004-11-02,5.11,-0.15,5.29,-0.2
2004-11-03,5.04,-0.15,5.24,-0.2
2004-11-04,4.91,-0.15,5.18,-0.2
2004-11-05,4.9,-0.15,5.19,-0.2
2004-11-08,4.91,-0.15,5.17,-0.2
2004-11-09,4.96,-0.15,5.21,-0.2
2004-11-10,5.1,-0.15,5.41,-0.2
2004-11-11,5.05,-0.15,5.33,-0.2
2004-11-12,5.1,-0.15,5.35,-0.2
2004-11-15,5.21,-0.15,5.48,-0.2
2004-11-16,5.33,-0.08,5.53,-0.2
2004-11-17,5.43,-0.1,5.66,-0.19
2004-11-18,5.45,-0.1,5.69,-0.19
2004-11-19,5.41,-0.1,5.62,-0.19
2004-11-22,5.45,-0.1,5.66,-0.19
2004-11-23,5.51,-0.1,5.74,-0.19
2004-11-24,5.44,-0.1,5.67,-0.19
2004-11-26,5.39,-0.1,5.59,-0.19
2004-11-29,5.3,-0.1,5.49,-0.19
2004-11-30,5.25,-0.1,5.46,-0.19
2004-12-01,5.18,-0.1,5.42,-0.19
2004-12-02,5.11,-0.1,5.36,-0.19
2004-12-03,5.16,-0.1,5.4,-0.19
2004-12-06,5.2,-0.1,5.44,-0.19
2004-12-07,5.12,-0.1,5.33,-0.19
2004-12-08,5.19,-0.1,5.36,-0.19
2004-12-09,5.22,-0.05,5.31,-0.19
2004-12-10,5.28,-0.05,5.36,-0.19
2004-12-13,5.42,-0.05,5.5,-0.19
2004-12-14,5.45,-0.05,5.53,-0.19
2004-12-15,5.36,-0.1,5.47,-0.19
2004-12-16,5.35,-0.1,5.42,-0.19
2004-12-17,5.39,-0.1,5.44,-0.19
2004-12-20,5.37,-0.12,5.5,-0.19
2004-12-21,5.35,-0.12,5.49,-0.19
2004-12-22,5.33,-0.12,5.47,-0.19
2004-12-23,5.36,-0.12,5.51,-0.19
2004-12-27,5.42,-0.12,5.55,-0.19
2004-12-28,5.35,-0.12,5.48,-0.19
2004-12-29,5.33,-0.12,5.48,-0.19
2004-12-30,5.36,-0.12,5.5,-0.19
2005-01-03,5.24,-0.12,5.4,-0.19
2005-01-04,5.22,-0.03,5.29,-0.19
2005-01-05,5.27,0.0,5.29,-0.19
2005-01-06,5.33,0.0,5.34,-0.19
2005-01-07,5.42,0.0,5.41,-0.19
2005-01-10,5.49,0.0,5.47,-0.19
2005-01-11,5.43,0.0,5.43,-0.19
2005-01-12,5.34,0.0,5.33,-0.19
2005-01-13,5.35,0.0,5.38,-0.19
2005-01-14,5.2,0.0,5.22,-0.19
2005-01-18,5.14,0.0,5.17,-0.19
2005-01-19,5.18,0.0,5.19,-0.19
2005-01-20,5.28,0.05,5.19,-0.19
2005-01-21,5.22,0.05,5.14,-0.19
2005-01-24,5.25,0.05,5.2,-0.19
2005-01-25,5.31,0.05,5.22,-0.19
2005-01-26,5.28,0.05,5.19,-0.19
2005-01-27,5.21,0.05,5.12,-0.19
2005-01-28,5.19,0.05,5.13,-0.19
2005-01-31,5.2,0.05,5.12,-0.19
2005-02-01,5.12,0.05,5.08,-0.19
2005-02-02,5.0,-0.05,5.07,-0.19
2005-02-03,4.97,-0.05,5.05,-0.19
2005-02-04,4.95,-0.05,5.02,-0.19
2005-02-07,4.96,-0.05,5.04,-0.19
2005-02-08,4.99,-0.05,5.03,-0.19
2005-02-09,5.06,-0.05,5.05,-0.19
2005-02-10,5.11,-0.05,5.12,-0.19
2005-02-11,5.21,-0.05,5.2,-0.19
2005-02-14,5.31,-0.05,5.29,-0.19
2005-02-15,5.3,-0.05,5.29,-0.19
2005-02-16,5.3,-0.05,5.28,-0.19
2005-02-17,5.47,-0.05,5.48,-0.19
2005-02-18,5.45,-0.08,5.51,-0.19
2005-02-22,5.67,-0.1,5.77,-0.19
2005-02-23,5.67,-0.1,5.73,-0.19
2005-02-24,5.59,-0.1,5.63,-0.19
2005-02-25,5.87,-0.18,5.89,-0.19
2005-02-28,6.01,-0.21,6.0,-0.19
2005-03-01,5.92,-0.21,5.95,-0.19
2005-03-02,6.02,-0.25,6.05,-0.19
2005-03-03,6.06,-0.21,6.01,-0.19
2005-03-04,6.09,-0.21,6.0,-0.19
2005-03-07,5.95,-0.21,5.92,-0.19
2005-03-08,6.05,-0.21,5.94,-0.19
2005-03-09,6.09,-0.21,5.97,-0.19
2005-03-10,6.18,-0.21,6.06,-0.19
2005-03-11,6.42,-0.21,6.16,-0.19
2005-03-14,6.33,-0.23,6.15,-0.19
2005-03-15,6.58,-0.23,6.25,-0.19
2005-03-16,6.51,-0.23,6.17,-0.19
2005-03-17,6.49,-0.23,6.18,-0.19
2005-03-18,6.26,-0.23,6.07,-0.19
2005-03-21,6.04,-0.23,5.87,-0.19
2005-03-22,6.04,-0.23,5.89,-0.19
2005-03-23,6.0,-0.23,5.84,-0.19
2005-03-24,6.06,-0.23,5.85,-0.19
2005-03-28,6.06,-0.2,5.82,-0.19
2005-03-29,6.04,-0.2,5.79,-0.19
2005-03-30,6.21,-0.2,5.92,-0.19
2005-03-31,6.13,-0.15,5.87,-0.19
2005-04-01,5.99,-0.15,5.81,-0.19
2005-04-04,6.0,-0.15,5.83,-0.19
2005-04-05,6.03,-0.15,5.87,-0.19
2005-04-06,6.08,-0.15,5.93,-0.19
2005-04-07,6.09,-0.15,5.94,-0.19
2005-04-08,5.97,-0.15,5.88,-0.19
2005-04-11,6.03,-0.15,5.94,-0.19
2005-04-12,6.03,-0.15,5.89,-0.19
2005-04-13,6.13,-0.1,5.91,-0.19
2005-04-14,6.07,-0.1,5.87,-0.19
2005-04-15,6.06,-0.1,5.84,-0.19
2005-04-18,6.0,-0.1,5.85,-0.19
2005-04-19,6.21,-0.1,6.1,-0.19
2005-04-20,6.21,-0.1,6.07,-0.19
2005-04-21,6.28,-0.1,6.13,-0.19
2005-04-22,6.23,-0.1,6.09,-0.19
2005-04-25,6.25,-0.1,6.11,-0.19
2005-04-26,6.27,-0.1,6.12,-0.19
2005-04-27,6.17,-0.1,6.05,-0.19
2005-04-28,6.08,-0.1,6.01,-0.19
2005-04-29,6.09,-0.1,6.02,-0.2
2005-05-02,6.17,-0.1,6.03,-0.19
2005-05-03,6.16,-0.1,6.0,-0.19
2005-05-04,6.15,-0.1,5.97,-0.19
2005-05-05,6.19,-0.1,5.98,-0.19
2005-05-06,6.3,-0.1,6.06,-0.19
2005-05-09,6.31,-0.07,6.09,-0.19
2005-05-10,6.27,-0.07,6.1,-0.19
2005-05-11,6.26,-0.07,6.09,-0.19
2005-05-12,6.19,-0.05,6.01,-0.19
2005-05-13,6.08,-0.05,5.9,-0.19
2005-05-16,6.19,-0.05,5.99,-0.19
2005-05-17,6.16,-0.05,5.99,-0.19
2005-05-18,6.28,-0.05,6.11,-0.19
2005-05-19,6.24,-0.05,6.07,-0.19
2005-05-20,6.27,-0.05,6.11,-0.19
2005-05-23,6.38,-0.02,6.19,-0.19
2005-05-24,6.44,-0.02,6.27,-0.19
2005-05-25,6.57,-0.1,6.47,-0.19
2005-05-26,6.66,-0.1,6.58,-0.19
2005-05-27,6.58,-0.1,6.49,-0.19
2005-05-31,6.7,-0.1,6.63,-0.19
2005-06-01,6.76,-0.1,6.71,-0.19
2005-06-02,6.59,-0.1,6.54,-0.19
2005-06-03,6.7,-0.05,6.61,-0.19
2005-06-06,6.73,-0.05,6.67,-0.19
2005-06-07,6.7,-0.05,6.67,-0.19
2005-06-08,6.68,0.0,6.59,-0.19
2005-06-09,6.73,0.0,6.65,-0.19
2005-06-10,6.66,0.0,6.59,-0.19
2005-06-13,6.81,0.0,6.76,-0.19
2005-06-14,6.9,0.0,6.86,-0.19
2005-06-15,7.03,0.0,7.02,-0.19
2005-06-16,7.01,0.0,7.02,-0.19
2005-06-17,7.19,-0.05,7.23,-0.19
2005-06-20,7.37,-0.05,7.39,-0.19
2005-06-21,7.3,-0.05,7.34,-0.19
2005-06-22,7.32,-0.05,7.35,-0.19
2005-06-23,7.21,-0.05,7.27,-0.19
