Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,430.5,433.7120056152344,428.4620056152344,432.29400634765625,188.37686157226562,5048544
2011-01-04,432.125,437.375,432.125,435.1809997558594,189.63491821289062,8119288
2011-01-05,433.125,434.625,430.63800048828125,432.45001220703125,188.44483947753906,3523160
2011-01-06,435.0,436.625,430.51300048828125,434.7690124511719,189.45533752441406,4691840
2011-01-07,432.91900634765625,436.875,419.54400634765625,421.343994140625,183.6052703857422,8550928
2011-01-10,421.875,430.3940124511719,419.0,424.468994140625,184.9669647216797,10390408
2011-01-11,417.5,427.92498779296875,411.01300048828125,415.7120056152344,181.15109252929688,12319416
2011-01-12,418.75,423.75,414.7749938964844,422.1629943847656,183.96218872070312,10035400
2011-01-13,411.625,412.375,399.375,400.6499938964844,174.58758544921875,22352872
2011-01-14,398.2690124511719,409.73699951171875,398.125,400.5379943847656,174.5388641357422,10321640
2011-01-17,400.0,410.2120056152344,398.906005859375,408.6000061035156,178.0519561767578,8218616
2011-01-18,406.25,416.9620056152344,406.25,415.375,181.00418090820312,9797168
2011-01-19,413.3940124511719,414.25,404.4750061035156,406.20001220703125,177.00608825683594,6935088
2011-01-20,404.0,413.42498779296875,402.26300048828125,411.98699951171875,179.5278778076172,7231848
2011-01-21,408.875,409.75,403.875,405.4809875488281,176.6928253173828,4626824
2011-01-24,405.0,411.25,403.4129943847656,410.58099365234375,178.91517639160156,7501360
2011-01-25,408.125,413.1059875488281,404.5060119628906,407.45599365234375,177.55345153808594,9925912
2011-01-27,408.625,408.625,398.18798828125,399.61199951171875,174.1353302001953,12710648
2011-01-28,400.7250061035156,408.5690002441406,392.58099365234375,396.0190124511719,172.5696563720703,12684296
2011-01-31,392.31201171875,392.31201171875,385.7749938964844,389.7120056152344,169.82125854492188,7749368
2011-02-01,390.7879943847656,391.04998779296875,380.38800048828125,386.1499938964844,168.26910400390625,10301688
2011-02-02,389.125,395.5,383.125,386.156005859375,168.271728515625,9174728
2011-02-03,387.67498779296875,394.125,385.7749938964844,389.70001220703125,169.81607055664062,6049408
2011-02-04,387.375,390.4620056152344,378.29998779296875,380.98699951171875,166.01930236816406,6959880
2011-02-07,384.36199951171875,389.23699951171875,382.625,385.9309997558594,168.17369079589844,7341128
2011-02-08,387.5,390.0,384.0,387.07501220703125,168.6721954345703,6023992
2011-02-09,385.625,394.9620056152344,383.48699951171875,391.3370056152344,170.5294189453125,7504144
2011-02-10,388.20599365234375,389.25,380.125,381.6499938964844,166.30819702148438,8252152
2011-02-11,378.7749938964844,383.5870056152344,377.54400634765625,380.1059875488281,165.6353759765625,11214152
2011-02-14,380.5,389.7879943847656,380.06201171875,388.0690002441406,169.1053466796875,6979048
2011-02-15,387.5,391.125,384.2690124511719,388.3190002441406,169.21426391601562,4599952
2011-02-16,385.281005859375,390.4620056152344,385.13800048828125,387.875,169.0207977294922,2920384
2011-02-17,389.81201171875,391.0,387.7749938964844,389.16900634765625,169.58470153808594,3392984
2011-02-18,390.625,393.125,386.13800048828125,387.5379943847656,168.8739471435547,7102304
2011-02-21,387.5,397.2250061035156,384.5,395.656005859375,172.41143798828125,9398952
2011-02-22,392.5249938964844,395.875,389.25,392.7309875488281,171.1368408203125,6085648
2011-02-23,388.23699951171875,388.23699951171875,383.7560119628906,384.8500061035156,167.70263671875,7076384
2011-02-24,381.25,385.0,374.375,376.1000061035156,163.88970947265625,16486520
2011-02-25,377.8999938964844,380.33099365234375,370.75,375.9129943847656,163.8082275390625,10366720
2011-02-28,377.75,391.8500061035156,370.92498779296875,374.63800048828125,163.25262451171875,14514472
2011-03-01,378.75,388.5,376.0,385.29998779296875,167.8987274169922,8377632
2011-03-03,382.26300048828125,382.375,375.125,378.26300048828125,164.83226013183594,12571856
2011-03-04,383.375,386.25,381.0,382.7749938964844,166.79840087890625,9770912
2011-03-07,379.5,384.375,378.18798828125,380.3370056152344,165.7360076904297,7357728
2011-03-08,378.781005859375,391.5,377.5249938964844,389.5379943847656,169.74546813964844,8514512
2011-03-09,390.0,391.6000061035156,383.875,386.93798828125,168.6124725341797,6676440
2011-03-10,386.875,387.5,382.81201171875,386.281005859375,168.326171875,3438200
2011-03-11,383.5,384.875,380.625,381.73699951171875,166.3461151123047,7278272
2011-03-14,379.375,388.5,378.83099365234375,387.6000061035156,168.90098571777344,3557952
2011-03-15,379.0,382.36199951171875,375.75,378.7690124511719,165.05274963378906,9037824
2011-03-16,378.125,382.6809997558594,377.5060119628906,378.86199951171875,165.09327697753906,5594720
2011-03-17,373.01300048828125,374.875,371.375,372.3370056152344,162.2499542236328,8321376
2011-03-18,372.5190124511719,374.3500061035156,366.57501220703125,367.63800048828125,160.20230102539062,7468000
2011-03-21,368.92498779296875,369.625,363.04400634765625,365.2879943847656,159.1782684326172,6607096
2011-03-22,366.8940124511719,369.593994140625,365.5,367.8810119628906,160.3082275390625,5119744
2011-03-23,366.843994140625,374.8500061035156,365.875,374.16900634765625,163.04824829101562,7266720
2011-03-24,374.1189880371094,376.5249938964844,372.343994140625,375.3500061035156,163.5629119873047,8189232
2011-03-25,380.5,398.125,380.0060119628906,395.3810119628906,172.2916259765625,12662792
2011-03-28,392.375,394.6940002441406,388.718994140625,392.4440002441406,171.01181030273438,12056632
2011-03-29,391.5,398.5870056152344,391.1189880371094,396.66900634765625,172.85289001464844,9860592
2011-03-30,396.5,400.43798828125,394.58099365234375,396.36199951171875,172.7191162109375,5608128
2011-03-31,397.75,408.125,395.48699951171875,405.1629943847656,176.55426025390625,18839928
2011-04-01,404.38800048828125,407.031005859375,401.0,402.2690124511719,175.29312133789062,5588288
2011-04-04,403.125,412.0,402.625,410.3940124511719,178.83370971679688,7375992
2011-04-05,409.6189880371094,411.625,403.88800048828125,410.406005859375,178.83892822265625,4302536
