Date,Close
03-Jan-00,1592.2
04-Jan-00,1638.7
05-Jan-00,1595.8
06-Jan-00,1617.6
07-Jan-00,1613.3
10-Jan-00,1632.95
11-Jan-00,1572.5
12-Jan-00,1624.8
13-Jan-00,1621.4
14-Jan-00,1622.75
17-Jan-00,1611.6
18-Jan-00,1606.7
19-Jan-00,1634.85
20-Jan-00,1601.1
21-Jan-00,1620.6
24-Jan-00,1613.6
25-Jan-00,1586.4
27-Jan-00,1603.9
28-Jan-00,1599.1
31-Jan-00,1546.2
01-Feb-00,1549.5
02-Feb-00,1588
03-Feb-00,1597.9
04-Feb-00,1599.75
07-Feb-00,1636.6
08-Feb-00,1662.75
09-Feb-00,1689.65
10-Feb-00,1711.2
11-Feb-00,1756
14-Feb-00,1744.5
15-Feb-00,1702.55
16-Feb-00,1711.1
17-Feb-00,1742.1
18-Feb-00,1718.8
21-Feb-00,1753.6
22-Feb-00,1739.05
23-Feb-00,1696.4
24-Feb-00,1732
25-Feb-00,1710.45
28-Feb-00,1722.55
29-Feb-00,1654.8
01-Mar-00,1712.7
02-Mar-00,1696.55
03-Mar-00,1656
06-Mar-00,1688.5
07-Mar-00,1702.75
08-Mar-00,1666.35
09-Mar-00,1646.25
10-Mar-00,1602.75
13-Mar-00,1560.7
14-Mar-00,1567.05
15-Mar-00,1620.1
16-Mar-00,1562.2
21-Mar-00,1556.6
22-Mar-00,1589.6
23-Mar-00,1553.4
24-Mar-00,1569.55
27-Mar-00,1562.95
28-Mar-00,1568.6
29-Mar-00,1558.25
30-Mar-00,1549.5
31-Mar-00,1528.45
03-Apr-00,1534.75
04-Apr-00,1428.1
05-Apr-00,1434.65
06-Apr-00,1452.95
07-Apr-00,1557.15
10-Apr-00,1613
11-Apr-00,1624.65
12-Apr-00,1592.7
13-Apr-00,1518.65
17-Apr-00,1443.55
18-Apr-00,1414.8
19-Apr-00,1404.95
20-Apr-00,1415.65
24-Apr-00,1388
25-Apr-00,1359.45
26-Apr-00,1436.1
27-Apr-00,1416.9
28-Apr-00,1406.55
02-May-00,1333.45
03-May-00,1316.05
04-May-00,1380.55
05-May-00,1422.4
08-May-00,1365.05
09-May-00,1378.55
10-May-00,1363.15
11-May-00,1304.55
12-May-00,1282.8
15-May-00,1299.25
16-May-00,1306.85
17-May-00,1311.65
18-May-00,1293.4
19-May-00,1268
22-May-00,1233
23-May-00,1224.4
24-May-00,1235.9
25-May-00,1247.65
26-May-00,1275.35
29-May-00,1311.05
30-May-00,1344.85
31-May-00,1380.45
01-Jun-00,1349
02-Jun-00,1389.25
05-Jun-00,1404.6
06-Jun-00,1421.75
07-Jun-00,1430.35
08-Jun-00,1463.65
09-Jun-00,1467.2
12-Jun-00,1440.4
13-Jun-00,1432.9
14-Jun-00,1435.5
15-Jun-00,1445.25
16-Jun-00,1477.3
19-Jun-00,1498.75
20-Jun-00,1507.1
21-Jun-00,1475.15
22-Jun-00,1488.25
23-Jun-00,1472.2
26-Jun-00,1451.65
27-Jun-00,1454.3
28-Jun-00,1470
29-Jun-00,1492.35
30-Jun-00,1471.45
03-Jul-00,1495.25
04-Jul-00,1511.3
05-Jul-00,1526.05
06-Jul-00,1516.8
07-Jul-00,1517.6
10-Jul-00,1509.65
11-Jul-00,1518.55
12-Jul-00,1533.35
13-Jul-00,1522.6
14-Jul-00,1509.75
17-Jul-00,1479.65
18-Jul-00,1463.1
19-Jul-00,1435.8
20-Jul-00,1424.2
21-Jul-00,1397.25
24-Jul-00,1317.75
25-Jul-00,1348.9
26-Jul-00,1318.25
27-Jul-00,1338.05
28-Jul-00,1333.8
31-Jul-00,1332.85
01-Aug-00,1326.85
02-Aug-00,1331.9
03-Aug-00,1321.25
04-Aug-00,1318.55
07-Aug-00,1310.8
08-Aug-00,1345.6
09-Aug-00,1344.95
10-Aug-00,1328
11-Aug-00,1310.75
14-Aug-00,1317.9
16-Aug-00,1351.45
17-Aug-00,1341.4
18-Aug-00,1358.05
21-Aug-00,1370.25
22-Aug-00,1381.2
23-Aug-00,1386.05
24-Aug-00,1386.95
25-Aug-00,1381.25
28-Aug-00,1369.85
29-Aug-00,1367.7
30-Aug-00,1375.95
31-Aug-00,1394.1
04-Sep-00,1427.75
05-Sep-00,1428.25
06-Sep-00,1435.35
07-Sep-00,1439.75
08-Sep-00,1450.05
11-Sep-00,1456.35
12-Sep-00,1467.65
13-Sep-00,1456.15
14-Sep-00,1445.3
15-Sep-00,1417.2
18-Sep-00,1354.35
19-Sep-00,1317
20-Sep-00,1342.9
21-Sep-00,1329.85
22-Sep-00,1266.45
25-Sep-00,1292.55
26-Sep-00,1267.9
27-Sep-00,1292.55
28-Sep-00,1266.4
29-Sep-00,1271.65
03-Oct-00,1282
04-Oct-00,1297.8
05-Oct-00,1284.75
06-Oct-00,1285
09-Oct-00,1267.3
10-Oct-00,1238.95
11-Oct-00,1201.9
12-Oct-00,1206.25
13-Oct-00,1176.75
16-Oct-00,1175.45
17-Oct-00,1158.05
18-Oct-00,1136
19-Oct-00,1166.15
20-Oct-00,1172
23-Oct-00,1143.95
24-Oct-00,1152.45
25-Oct-00,1183.9
26-Oct-00,1186.3
27-Oct-00,1178.7
30-Oct-00,1167.15
31-Oct-00,1172.75
01-Nov-00,1200.8
02-Nov-00,1224.85
03-Nov-00,1242.05
06-Nov-00,1240.25
07-Nov-00,1246.75
08-Nov-00,1266.8
09-Nov-00,1269.95
10-Nov-00,1239.55
13-Nov-00,1208.05
14-Nov-00,1242.85
15-Nov-00,1247.05
16-Nov-00,1233.25
17-Nov-00,1236
20-Nov-00,1237.6
21-Nov-00,1235
22-Nov-00,1222.35
23-Nov-00,1216
24-Nov-00,1225.2
27-Nov-00,1252.9
28-Nov-00,1272.75
29-Nov-00,1264.75
30-Nov-00,1268.15
01-Dec-00,1276.2
04-Dec-00,1275.6
05-Dec-00,1284.65
06-Dec-00,1298.55
07-Dec-00,1302.5
08-Dec-00,1313.7
11-Dec-00,1332.15
12-Dec-00,1333.35
13-Dec-00,1354.3
14-Dec-00,1349.35
15-Dec-00,1312.6
18-Dec-00,1317.6
19-Dec-00,1310.5
20-Dec-00,1295.25
21-Dec-00,1277.4
22-Dec-00,1242
26-Dec-00,1212
27-Dec-00,1228.3
28-Dec-00,1248.95
29-Dec-00,1263.55
01-Jan-01,1254.3
02-Jan-01,1271.8
03-Jan-01,1291.25
04-Jan-01,1307.65
05-Jan-01,1327.25
08-Jan-01,1309.25
09-Jan-01,1311.65
10-Jan-01,1287.3
11-Jan-01,1280.4
12-Jan-01,1286.75
15-Jan-01,1286.75
16-Jan-01,1293.05
17-Jan-01,1297.9
18-Jan-01,1305.95
19-Jan-01,1329.1
22-Jan-01,1348
23-Jan-01,1355.2
24-Jan-01,1365.95
25-Jan-01,1370.1
29-Jan-01,1342.05
30-Jan-01,1379.7
31-Jan-01,1371.7
01-Feb-01,1359.15
02-Feb-01,1378.85
05-Feb-01,1382.6
06-Feb-01,1387.1
07-Feb-01,1370.8
08-Feb-01,1395.5
09-Feb-01,1405.7
12-Feb-01,1402.2
13-Feb-01,1391.2
14-Feb-01,1393.35
15-Feb-01,1416.7
16-Feb-01,1381.35
19-Feb-01,1384.8
20-Feb-01,1383.85
21-Feb-01,1370.1
22-Feb-01,1355.1
23-Feb-01,1320.45
26-Feb-01,1312.4
27-Feb-01,1295.55
28-Feb-01,1351.4
01-Mar-01,1358.05
02-Mar-01,1306.35
05-Mar-01,1271.45
07-Mar-01,1290.5
08-Mar-01,1292.85
09-Mar-01,1254.75
12-Mar-01,1197.95
13-Mar-01,1124.7
14-Mar-01,1194.2
15-Mar-01,1217.15
16-Mar-01,1193.55
19-Mar-01,1186.7
20-Mar-01,1170.95
21-Mar-01,1207.1
22-Mar-01,1187.55
23-Mar-01,1161.3
26-Mar-01,1161.5
27-Mar-01,1177.75
28-Mar-01,1206.2
29-Mar-01,1195.1
30-Mar-01,1148.2
02-Apr-01,1138.1
03-Apr-01,1149.25
04-Apr-01,1136.65
06-Apr-01,1139.6
09-Apr-01,1128.35
10-Apr-01,1103.05
11-Apr-01,1066.8
12-Apr-01,1024.9
16-Apr-01,1044.6
17-Apr-01,1067
18-Apr-01,1103.4
19-Apr-01,1144.45
20-Apr-01,1144
23-Apr-01,1149.75
24-Apr-01,1146.3
25-Apr-01,1155.35
26-Apr-01,1143.75
27-Apr-01,1101.3
30-Apr-01,1125.25
02-May-01,1137.2
03-May-01,1122.05
04-May-01,1130.05
07-May-01,1139.2
08-May-01,1148.95
09-May-01,1149.25
10-May-01,1144.95
11-May-01,1140.5
14-May-01,1140.8
15-May-01,1145.3
16-May-01,1151.15
17-May-01,1174.95
18-May-01,1172.8
21-May-01,1169.45
22-May-01,1168.1
23-May-01,1179.1
24-May-01,1181.85
25-May-01,1174.9
28-May-01,1193.2
29-May-01,1198.45
30-May-01,1177.55
31-May-01,1167.9
01-Jun-01,1148.05
04-Jun-01,1127.2
05-Jun-01,1115.6
06-Jun-01,1115.7
07-Jun-01,1112.35
08-Jun-01,1126.6
11-Jun-01,1131.1
12-Jun-01,1127.15
13-Jun-01,1129
14-Jun-01,1112.75
15-Jun-01,1087.75
18-Jun-01,1078.3
19-Jun-01,1096.65
20-Jun-01,1097.6
21-Jun-01,1095.2
22-Jun-01,1087.65
25-Jun-01,1067
26-Jun-01,1096.6
27-Jun-01,1096.1
28-Jun-01,1094
29-Jun-01,1107.9
02-Jul-01,1100.75
03-Jul-01,1069.8
04-Jul-01,1067.95
05-Jul-01,1069.75
06-Jul-01,1065.1
09-Jul-01,1059.5
10-Jul-01,1072.05
11-Jul-01,1083.65
12-Jul-01,1105.5
13-Jul-01,1110.45
16-Jul-01,1105.55
17-Jul-01,1103.1
18-Jul-01,1091.95
19-Jul-01,1085.9
20-Jul-01,1077.7
23-Jul-01,1070.65
24-Jul-01,1072.55
25-Jul-01,1064.2
26-Jul-01,1053.4
27-Jul-01,1051.7
30-Jul-01,1061.45
31-Jul-01,1072.85
01-Aug-01,1063.15
02-Aug-01,1066
03-Aug-01,1074.6
06-Aug-01,1075.25
07-Aug-01,1072.1
08-Aug-01,1068
09-Aug-01,1070.65
10-Aug-01,1071.15
13-Aug-01,1063
14-Aug-01,1075.5
16-Aug-01,1078.95
