Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1283.5,1283.5,1270.5,1272.780029296875,1089.0750732421875,366830
2015-01-02,1275.5,1295.469970703125,1275.300048828125,1289.719970703125,1103.5701904296875,925740
2015-01-05,1290.5,1299.949951171875,1262.3199462890625,1270.1199951171875,1086.799072265625,1754242
2015-01-06,1264.550048828125,1264.550048828125,1220.0,1223.300048828125,1046.73681640625,2423784
2015-01-07,1235.0,1239.5699462890625,1203.719970703125,1208.8499755859375,1034.372314453125,2636332
2015-01-08,1221.199951171875,1224.5,1210.280029296875,1221.9000244140625,1045.5389404296875,1565408
2015-01-09,1227.5,1259.949951171875,1225.0,1256.1500244140625,1074.845458984375,3197642
2015-01-12,1258.5,1264.0,1240.1199951171875,1254.8499755859375,1073.73291015625,1596006
2015-01-13,1260.0,1265.199951171875,1240.050048828125,1248.949951171875,1068.6845703125,1468432
2015-01-14,1258.0,1265.9000244140625,1250.25,1260.969970703125,1078.9697265625,1787096
2015-01-15,1266.5,1290.8800048828125,1261.6199951171875,1269.550048828125,1086.3115234375,5009920
2015-01-16,1271.8499755859375,1272.5,1242.1500244140625,1266.0699462890625,1083.3333740234375,5293830
2015-01-19,1268.0,1275.5,1251.5,1255.5,1074.2891845703125,1135074
2015-01-20,1260.0,1265.0,1241.6199951171875,1250.219970703125,1069.771484375,2058566
2015-01-21,1261.0,1261.0,1244.1199951171875,1256.9000244140625,1075.4871826171875,2310480
2015-01-22,1258.25,1260.6199951171875,1247.75,1256.780029296875,1075.384521484375,2113214
2015-01-23,1257.0,1266.030029296875,1248.050048828125,1251.800048828125,1071.1231689453125,3150380
2015-01-27,1256.1800537109375,1257.5,1244.780029296875,1251.030029296875,1074.7568359375,2738736
2015-01-28,1251.5,1272.449951171875,1251.449951171875,1269.800048828125,1090.8822021484375,3121980
2015-01-29,1269.0,1284.3499755859375,1256.449951171875,1272.3199462890625,1093.0472412109375,3734392
2015-01-30,1280.3499755859375,1287.5,1235.0,1241.030029296875,1066.1663818359375,5817402
2015-02-02,1241.0,1260.719970703125,1231.030029296875,1257.0999755859375,1079.971923828125,3181802
2015-02-03,1255.8199462890625,1282.5,1253.550048828125,1279.1199951171875,1098.889404296875,2345054
2015-02-04,1284.0,1285.8499755859375,1251.050048828125,1257.1500244140625,1080.0150146484375,2245418
2015-02-05,1260.0,1295.8499755859375,1259.5,1276.199951171875,1096.3804931640625,4530168
2015-02-06,1276.5,1297.4000244140625,1275.4300537109375,1287.8800048828125,1106.415283203125,2136416
2015-02-09,1280.75,1284.550048828125,1250.0,1256.449951171875,1079.4134521484375,2076432
2015-02-10,1255.0,1263.1199951171875,1216.5,1220.5699462890625,1048.589111328125,3799054
2015-02-11,1227.530029296875,1243.6199951171875,1223.6199951171875,1229.949951171875,1056.6474609375,2937522
2015-02-12,1239.9000244140625,1239.9000244140625,1223.5,1231.0699462890625,1057.609375,3107980
2015-02-13,1235.0,1273.8800048828125,1230.1199951171875,1269.3800048828125,1090.521728515625,4158326
2015-02-16,1280.0,1297.5,1277.5,1292.4000244140625,1110.29833984375,2364392
2015-02-18,1292.530029296875,1321.5,1282.6199951171875,1317.8199462890625,1132.1361083984375,2660014
2015-02-19,1318.0,1343.6500244140625,1317.5,1340.530029296875,1151.646728515625,2618002
2015-02-20,1349.4000244140625,1349.4000244140625,1321.1199951171875,1337.780029296875,1149.2840576171875,1801588
2015-02-23,1335.5,1361.0,1335.5,1348.3199462890625,1158.3387451171875,1614892
2015-02-24,1347.0,1365.0,1339.5,1352.3800048828125,1161.82666015625,2199922
2015-02-25,1355.0,1361.0,1333.9300537109375,1336.0999755859375,1147.840576171875,1767994
2015-02-26,1339.5,1346.3800048828125,1312.6800537109375,1328.219970703125,1141.07080078125,1991994
2015-02-27,1329.719970703125,1337.8800048828125,1308.1500244140625,1331.1800537109375,1143.614013671875,2877376
2015-03-02,1339.8499755859375,1354.469970703125,1326.280029296875,1334.699951171875,1146.637939453125,2176038
2015-03-03,1341.0,1395.0,1338.0699462890625,1388.0,1192.427978515625,3424308
2015-03-04,1394.0,1406.050048828125,1357.8199462890625,1373.0,1179.541259765625,3862994
2015-03-05,1375.0,1385.3499755859375,1340.530029296875,1348.219970703125,1158.2530517578125,2173514
2015-03-09,1320.0,1339.9000244140625,1305.0,1323.4000244140625,1136.93017578125,2883174
2015-03-10,1324.449951171875,1339.1199951171875,1297.6199951171875,1321.3499755859375,1135.1688232421875,3037052
2015-03-11,1321.0,1329.969970703125,1298.9000244140625,1303.280029296875,1119.645263671875,2240200
2015-03-12,1311.949951171875,1312.449951171875,1295.050048828125,1309.530029296875,1125.0146484375,1827636
2015-03-13,1319.0,1319.969970703125,1287.5,1291.1800537109375,1109.25,1586838
2015-03-16,1292.5999755859375,1305.0,1276.0,1281.1500244140625,1100.633544921875,1556296
2015-03-17,1291.25,1303.3499755859375,1278.8800048828125,1291.8499755859375,1109.8253173828125,1267318
2015-03-18,1295.469970703125,1299.719970703125,1275.8499755859375,1279.6800537109375,1099.3704833984375,1255170
2015-03-19,1288.0,1302.9300537109375,1284.050048828125,1298.1199951171875,1115.2119140625,2448964
2015-03-20,1298.0,1309.0,1289.4300537109375,1305.469970703125,1121.5264892578125,1963908
2015-03-23,1308.0,1315.5,1303.0,1308.5699462890625,1124.1893310546875,1566608
2015-03-24,1315.0,1318.5,1291.050048828125,1295.6500244140625,1113.0899658203125,2394878
2015-03-25,1295.699951171875,1307.0,1272.5999755859375,1286.8800048828125,1105.555908203125,2224858
2015-03-26,1276.6500244140625,1293.3499755859375,1250.5,1256.550048828125,1079.499267578125,3091642
2015-03-27,1265.5,1285.949951171875,1252.050048828125,1257.4000244140625,1080.229736328125,2751776
2015-03-30,1262.5,1284.949951171875,1260.0,1282.0699462890625,1101.423583984375,1339006
2015-03-31,1284.719970703125,1284.719970703125,1260.5,1276.969970703125,1097.042236328125,2427028
2015-04-01,1279.0,1281.800048828125,1261.1199951171875,1271.3199462890625,1092.188232421875,2075758
2015-04-06,1279.0,1281.449951171875,1250.050048828125,1273.6500244140625,1094.1900634765625,1568542
2015-04-07,1281.219970703125,1299.5,1272.0,1292.5,1110.3841552734375,1886922
2015-04-08,1297.0,1328.25,1295.4300537109375,1320.699951171875,1134.6103515625,1652134
2015-04-09,1329.5,1343.719970703125,1317.5699462890625,1332.280029296875,1144.5587158203125,2544450
2015-04-10,1324.25,1335.4000244140625,1314.0,1326.8800048828125,1139.919677734375,1815544
2015-04-13,1332.0,1332.5,1314.0,1327.75,1140.6671142578125,1308642
2015-04-15,1327.3499755859375,1356.949951171875,1304.699951171875,1313.8800048828125,1128.75146484375,2913934
2015-04-16,1313.469970703125,1313.5,1285.6800537109375,1291.4000244140625,1109.4388427734375,3217570
2015-04-17,1278.550048828125,1280.0,1235.0,1237.4300537109375,1063.073486328125,9668742
2015-04-20,1240.030029296875,1241.949951171875,1212.4300537109375,1214.4000244140625,1043.2884521484375,2890722
2015-04-21,1214.4000244140625,1226.0,1200.5,1213.530029296875,1042.5413818359375,2546032
2015-04-22,1215.75,1236.5,1203.780029296875,1222.550048828125,1050.2904052734375,4186812
2015-04-23,1236.0,1239.9000244140625,1215.8499755859375,1228.6199951171875,1055.5048828125,4342990
2015-04-24,1227.6500244140625,1257.0,1223.780029296875,1246.530029296875,1070.8912353515625,3625158
2015-04-27,1249.75,1260.0,1243.0,1250.0999755859375,1073.9583740234375,2733052
